ID,Name,Description,CLTS_BIPA,CLTS_Name,LAPSYD_Features
j_u006Au0325,j̥,pulmonic approximant voiceless palatal,j̊,devoiced voiced palatal approximant consonant,pulmonic approximant voiceless palatal
l_u026Cu02BC,ɬʼ,ejective fricative lateral alveolar,ɬʼ,voiceless alveolar ejective lateral fricative consonant,ejective fricative lateral alveolar
tsh_u0074u032Au0073u032Au02B0,t̪s̪ʰ,pulmonic affricate sibilant aspirated voiceless dental,ts̪ʰ,aspirated voiceless dental sibilant affricate consonant,pulmonic affricate sibilant aspirated voiceless dental
d_u0257u032A,ɗ̪,implosive stop voiced dental,ɗ,voiced dental implosive consonant,implosive stop voiced dental
kh_u006Bu01C0u02B0,kǀʰ,click stop aspirated voiceless dental velar,ǀʰ,aspirated voiceless dental click consonant,click stop aspirated voiceless dental velar
rj_u0280u02B2,ʀʲ,pulmonic trill voiced palatalized uvular,ʀʲ,palatalized voiced uvular trill consonant,pulmonic trill voiced palatalized uvular
k_u006Bu01C1,kǁ,click stop lateral voiceless alveolar velar,ǁ,voiceless alveolar lateral click consonant,click stop lateral voiceless alveolar velar
iu_u0069u0075,iu,diphtong high front back unrounded rounded backing rounding,iu,from unrounded close front to rounded close back diphthong,diphtong high front back unrounded rounded backing rounding
bw_u0062u02B7,bʷ,pulmonic stop voiced labialized bilabial,bʷ,labialized voiced bilabial stop consonant,pulmonic stop voiced labialized bilabial
tsw_u0074u0073u02B7u02BC,tsʷʼ,ejective affricate sibilant labialized alveolar,tsʼʷ,labialized voiceless alveolar ejective sibilant affricate consonant,ejective affricate sibilant labialized alveolar
jj_u025Fu029D,ɟʝ,pulmonic affricate voiced palatal,ɟʝ,voiced palatal affricate consonant,pulmonic affricate voiced palatal
ts_u0074u0073u032B,ts̫,pulmonic affricate sibilant voiceless alveolar whistled,ts̫,voiceless alveolar whistled-sibilant affricate consonant,pulmonic affricate sibilant voiceless alveolar whistled
o_u006Fu0330,o̰,laryngealized higher mid back rounded,o̰,creaky rounded close-mid back vowel,laryngealized higher mid back rounded
d_u0256,ɖ,pulmonic stop voiced retroflex,ɖ,voiced retroflex stop consonant,pulmonic stop voiced retroflex
o_u00F8u02D0,øː,long higher mid front rounded,øː,long rounded close-mid front vowel,long higher mid front rounded
qwh_u0071u02B7u02B0,qʷʰ,pulmonic stop aspirated voiceless labialized uvular,qʷʰ,labialized aspirated voiceless uvular stop consonant,pulmonic stop aspirated voiceless labialized uvular
ngx_u014Bu0325u01C0u0078,ŋ̥ǀx,click fricative nasal voiceless dental velar,ⁿǀ,pre-nasalized voiceless dental click consonant,click fricative nasal voiceless dental velar
nw_u006Eu02B7,nʷ,pulmonic nasal voiced labialized unspecified coronal place,nʷ,labialized voiced alveolar nasal consonant,pulmonic nasal voiced labialized unspecified coronal place
e_u0065u0330u0259u0330,ḛə̰,laryngealized diphtong higher mid front central unrounded backing,ḛə̰,from creaky unrounded close-mid front to creaky unrounded mid central diphthong,laryngealized diphtong higher mid front central unrounded backing
dz_u0064u0320u0292u032B,d̠ʒ̫,pulmonic affricate sibilant voiced palato-alveolar retracted whistled,d̠ʒ̫,voiced post-alveolar whistled-sibilant affricate consonant,pulmonic affricate sibilant voiced palato-alveolar retracted whistled
sj_u0073u02B2,sʲ,pulmonic fricative sibilant voiceless palatalized alveolar,sʲ,palatalized voiceless alveolar sibilant fricative consonant,pulmonic fricative sibilant voiceless palatalized alveolar
ou_u006Fu0289,oʉ,diphtong high higher mid central back rounded rising fronting,oʉ,from rounded close-mid back to rounded close central diphthong,diphtong high higher mid central back rounded rising fronting
r_u0259u02DE,ə˞,unspecified mid central unrounded rhotacized,ə˞,rhotacized unrounded mid central vowel,unspecified mid central unrounded rhotacized
lj_u006Cu032Au02B2,l̪ʲ,pulmonic approximant lateral voiced palatalized dental,l̪ʲ,palatalized voiced dental lateral approximant consonant,pulmonic approximant lateral voiced palatalized dental
w_u0259u026F,əɯ,diphtong high higher mid central back unrounded rising backing,əɯ,from unrounded mid central to unrounded close back diphthong,diphtong high higher mid central back unrounded rising backing
sj_u0073u032Au02B2,s̪ʲ,pulmonic fricative sibilant voiceless palatalized dental,s̪ʲ,palatalized voiceless dental sibilant fricative consonant,pulmonic fricative sibilant voiceless palatalized dental
y_u028F,ʏ,lowered high front rounded,ʏ,rounded near-close near-front vowel,lowered high front rounded
ts_u0074u0320u0283u02E4u02BC,t̠ʃˤʼ,ejective affricate sibilant pharyngealized palato-alveolar retracted,tʃʼˤ,pharyngealized voiceless post-alveolar ejective sibilant affricate consonant,ejective affricate sibilant pharyngealized palato-alveolar retracted
hj_u0068u02B2,hʲ,pulmonic fricative voiceless palatalized glottal,hʲ,palatalized voiceless glottal fricative consonant,pulmonic fricative voiceless palatalized glottal
ph_u0070u02B0,pʰ,pulmonic stop aspirated voiceless bilabial,pʰ,aspirated voiceless bilabial stop consonant,pulmonic stop aspirated voiceless bilabial
z_u0292u032B,ʒ̫,pulmonic fricative sibilant voiced palato-alveolar whistled,ʒ̫,voiced post-alveolar whistled-sibilant fricative consonant,pulmonic fricative sibilant voiced palato-alveolar whistled
m_u006Du0330,m̰,pulmonic nasal voiced laryngealized bilabial,m̰,creaky voiced bilabial nasal consonant,pulmonic nasal voiced laryngealized bilabial
oi_u006Fu0303u0069u0303,õĩ,nasalized diphtong high higher mid front back unrounded rounded rising fronting unrounding,õĩ,from nasalized rounded close-mid back to nasalized unrounded close front diphthong,nasalized diphtong high higher mid front back unrounded rounded rising fronting unrounding
i_u0069u0330u02D0,ḭː,laryngealized long high front unrounded,ḭː,long creaky unrounded close front vowel,laryngealized long high front unrounded
ae_u00E6u0303u02D0,æ̃ː,nasalized long raised low front unrounded,æ̃ː,long nasalized unrounded near-open front vowel,nasalized long raised low front unrounded
ts_u0074u0320u0283,t̠ʃ,pulmonic affricate sibilant voiceless palato-alveolar,tʃ,voiceless post-alveolar sibilant affricate consonant,pulmonic affricate sibilant voiceless palato-alveolar
ngh_u014Bu0325u01C2u0068u0303,ŋ̥ǂh̃,click fricative nasal nasalized voiceless palatal velar glottal,ⁿǂʰ,pre-nasalized aspirated voiceless palatal click consonant,click fricative nasal nasalized voiceless palatal velar glottal
nr_u006Eu0072,nr,pulmonic trill prenasalized voiced alveolar,ⁿr,pre-nasalized voiced alveolar trill consonant,pulmonic trill prenasalized voiced alveolar
s_u0073u032A,s̪,pulmonic fricative sibilant voiceless dental,s̪,voiceless dental sibilant fricative consonant,pulmonic fricative sibilant voiceless dental
lj_u006Cu02B2,lʲ,pulmonic approximant lateral voiced palatalized unspecified coronal place,lʲ,palatalized voiced alveolar lateral approximant consonant,pulmonic approximant lateral voiced palatalized unspecified coronal place
kxw_u006Bu0078u02B7,kxʷ,pulmonic affricate voiceless labialized velar,kxʷ,labialized voiceless velar affricate consonant,pulmonic affricate voiceless labialized velar
fj_u0066u02B2,fʲ,pulmonic fricative voiceless palatalized labio-dental,fʲ,palatalized voiceless labio-dental fricative consonant,pulmonic fricative voiceless palatalized labio-dental
oe_u0153u0303,œ̃,nasalized lower mid front rounded,œ̃,nasalized rounded open-mid front vowel,nasalized lower mid front rounded
e_u025C,ɜ,lower mid central unrounded,ɜ,unrounded open-mid central vowel,lower mid central unrounded
nz_u006Eu0320u0291,n̠ʑ,pulmonic fricative sibilant prenasalized voiced palatalized palato-alveolar,ⁿʑ,pre-nasalized voiced alveolo-palatal sibilant fricative consonant,pulmonic fricative sibilant prenasalized voiced palatalized palato-alveolar
o_u006F,o,unspecified mid back rounded,o,rounded close-mid back vowel,unspecified mid back rounded
ts_u0074u0073u02BC,tsʼ,ejective affricate sibilant unspecified coronal place,tsʼ,voiceless alveolar ejective sibilant affricate consonant,ejective affricate sibilant unspecified coronal place
i_u026Au0303,ɪ̃,nasalized lowered high front unrounded,ɪ̃,nasalized unrounded near-close near-front vowel,nasalized lowered high front unrounded
k_u006Bu0330,k̰,pulmonic stop voiceless laryngealized velar,k̰,creaky voiceless velar stop consonant,pulmonic stop voiceless laryngealized velar
o_u0254,ɔ,lower mid back rounded,ɔ,rounded open-mid back vowel,lower mid back rounded
u_u0075u0303,ũ,nasalized high back rounded,ũ,nasalized rounded close back vowel,nasalized high back rounded
tl_u0074u026C,tɬ,pulmonic affricate lateral voiceless unspecified coronal place,tɬ,voiceless alveolar lateral affricate consonant,pulmonic affricate lateral voiceless unspecified coronal place
o_u00F8u0303u02D0,ø̃ː,nasalized long higher mid front rounded,ø̃ː,long nasalized rounded close-mid front vowel,nasalized long higher mid front rounded
iu_u0268u0075,ɨu,diphtong high central back unrounded rounded backing rounding,ɨu,from unrounded close central to rounded close back diphthong,diphtong high central back unrounded rounded backing rounding
l_u026Cu032Au02D0,ɬ̪ː,pulmonic fricative lateral voiceless long dental,ɬ̪ː,long voiceless dental lateral fricative consonant,pulmonic fricative lateral voiceless long dental
r_u027Eu032A,ɾ̪,pulmonic tap/flap voiced dental,ɾ̪,voiced dental tap consonant,pulmonic tap/flap voiced dental
nmj_u006Eu006Du02B2,nmʲ,pulmonic nasal voiced palatalized bilabial alveolar,nmʲ,palatalized voiced alveolar-and-bilabial nasal consonant,pulmonic nasal voiced palatalized bilabial alveolar
nd_u0273u0256,ɳɖ,pulmonic stop prenasalized voiced retroflex,ⁿɖ,pre-nasalized voiced retroflex stop consonant,pulmonic stop prenasalized voiced retroflex
_uF25F,,pulmonic tap/flap voiced labio-dental,ⱱ,voiced labio-dental tap consonant,pulmonic tap/flap voiced labio-dental
d_u0256u0324,ɖ̤,pulmonic stop breathy voiced retroflex,ɖʱ,breathy voiced retroflex stop consonant,pulmonic stop breathy voiced retroflex
k_u006Bu01C1u0294,kǁʔ,click stop lateral voiceless alveolar velar glottal,ǁʔ,from voiceless alveolar lateral click to voiceless glottal stop cluster,click stop lateral voiceless alveolar velar glottal
n_u006Eu02E4,nˤ,pulmonic nasal voiced pharyngealized unspecified coronal place,nˤ,pharyngealized voiced alveolar nasal consonant,pulmonic nasal voiced pharyngealized unspecified coronal place
ngx_u014Bu0325u01C2u0078,ŋ̥ǂx,click fricative nasal voiceless palatal velar,ⁿǂ,pre-nasalized voiceless palatal click consonant,click fricative nasal voiceless palatal velar
e_u025Bu0303u02D0,ɛ̃ː,nasalized long lower mid front unrounded,ɛ̃ː,long nasalized unrounded open-mid front vowel,nasalized long lower mid front unrounded
u_u0075u0324,ṳ,breathy voiced high back rounded,ṳ,breathy rounded close back vowel,breathy voiced high back rounded
m_u006D,m,pulmonic nasal voiced bilabial,m,voiced bilabial nasal consonant,pulmonic nasal voiced bilabial
e_u0065,e,unspecified mid front unrounded,e,unrounded close-mid front vowel,unspecified mid front unrounded
e_u0065u0306,ĕ,overshort higher mid front unrounded,ĕ,ultra-short unrounded close-mid front vowel,overshort higher mid front unrounded
kj_u006Bu02B2u02BC,kʲʼ,ejective stop palatalized velar,kʼʲ,palatalized voiceless velar ejective stop consonant,ejective stop palatalized velar
cch_u0063u0255u02B0,cɕʰ,pulmonic affricate aspirated voiceless palatalized palato-alveolar,tɕʲʰ,palatalized aspirated voiceless alveolo-palatal sibilant affricate consonant,pulmonic affricate aspirated voiceless palatalized palato-alveolar
d_u0064u0330,d̰,pulmonic stop voiced laryngealized alveolar,d̰,creaky voiced alveolar stop consonant,pulmonic stop voiced laryngealized alveolar
uo_u0075u0330u006Fu0330,ṵo̰,laryngealized diphtong high higher mid back rounded lowering,ṵo̰,from creaky rounded close back to creaky rounded close-mid back diphthong,laryngealized diphtong high higher mid back rounded lowering
z_u0291,ʑ,pulmonic fricative sibilant voiced palatalized palato-alveolar,ʑ,voiced alveolo-palatal sibilant fricative consonant,pulmonic fricative sibilant voiced palatalized palato-alveolar
au_u0061u0303u0075u0303,ãũ,nasalized diphtong high low central back unrounded rounded rising backing rounding,ãũ,from nasalized unrounded open front to nasalized rounded close back diphthong,nasalized diphtong high low central back unrounded rounded rising backing rounding
g_u029B,ʛ,implosive stop voiced uvular,ʛ,voiced uvular implosive consonant,implosive stop voiced uvular
n_u006Eu032Au0330,n̪̰,pulmonic nasal voiced laryngealized dental,n̪̰,creaky voiced dental nasal consonant,pulmonic nasal voiced laryngealized dental
nts_u006Eu0320u0074u0320u0283,n̠t̠ʃ,pulmonic affricate sibilant prenasalized voiceless palato-alveolar,ⁿtʃ,pre-nasalized voiceless post-alveolar sibilant affricate consonant,pulmonic affricate sibilant prenasalized voiceless palato-alveolar
ngx_u014Bu0325u01C3u0078,ŋ̥ǃx,click fricative nasal voiceless palato-alveolar velar,ⁿǃ,pre-nasalized voiceless alveolar click consonant,click fricative nasal voiceless palato-alveolar velar
ii_u0268u0303u0069u0303,ɨ̃ĩ,nasalized diphtong high front central unrounded fronting,ɨ̃ĩ,from nasalized unrounded close central to nasalized unrounded close front diphthong,nasalized diphtong high front central unrounded fronting
fg_u0066u02E0,fˠ,pulmonic fricative voiceless velarized labio-dental,fˠ,velarized voiceless labio-dental fricative consonant,pulmonic fricative voiceless velarized labio-dental
ts_u0074u0320u0283u02BC,t̠ʃʼ,ejective affricate sibilant palato-alveolar,tʃʼ,voiceless post-alveolar ejective sibilant affricate consonant,ejective affricate sibilant palato-alveolar
z_u007Au02E4,zˤ,pulmonic fricative sibilant voiced pharyngealized unspecified coronal place,zˤ,pharyngealized voiced alveolar sibilant fricative consonant,pulmonic fricative sibilant voiced pharyngealized unspecified coronal place
sh_u0073u02B0,sʰ,pulmonic fricative sibilant aspirated voiceless alveolar,sʰ,aspirated voiceless alveolar sibilant fricative consonant,pulmonic fricative sibilant aspirated voiceless alveolar
i_u026Au02D0,ɪː,long lowered high front unrounded,ɪː,long unrounded near-close near-front vowel,long lowered high front unrounded
p_u0070u02BC,pʼ,ejective stop bilabial,pʼ,voiceless bilabial ejective stop consonant,ejective stop bilabial
dj_u0257u032Au02B2,ɗ̪ʲ,implosive stop voiced palatalized dental,ɗʲ,palatalized voiced dental implosive consonant,implosive stop voiced palatalized dental
lg_u006Cu02E0,lˠ,pulmonic approximant lateral voiced velarized alveolar,lˠ,velarized voiced alveolar lateral approximant consonant,pulmonic approximant lateral voiced velarized alveolar
dj_u0064u0320u02B2,d̠ʲ,pulmonic stop voiced palatalized retracted,d̠ʲ,palatalized voiced post-alveolar stop consonant,pulmonic stop voiced palatalized retracted
ngx_u014Bu0325u01C1u0078,ŋ̥ǁx,click fricative nasal lateral voiceless alveolar velar,ⁿǁ,pre-nasalized voiceless alveolar lateral click consonant,click fricative nasal lateral voiceless alveolar velar
_u028C,ʌ,lower mid back unrounded,ʌ,unrounded open-mid back vowel,lower mid back unrounded
fj_u0278u02B2,ɸʲ,pulmonic fricative voiceless palatalized bilabial,ɸʲ,palatalized voiceless bilabial fricative consonant,pulmonic fricative voiceless palatalized bilabial
b_u0062u02E4,bˤ,pulmonic stop voiced pharyngealized bilabial,bˤ,pharyngealized voiced bilabial stop consonant,pulmonic stop voiced pharyngealized bilabial
mph_u006Du0070u02B0,mpʰ,pulmonic stop prenasalized aspirated voiceless bilabial,ⁿpʰ,pre-nasalized aspirated voiceless bilabial stop consonant,pulmonic stop prenasalized aspirated voiceless bilabial
th_u0074u032Au02B0,t̪ʰ,pulmonic stop aspirated voiceless dental,t̪ʰ,aspirated voiceless dental stop consonant,pulmonic stop aspirated voiceless dental
dj_u00F0u031Eu02B2,ð̞ʲ,pulmonic approximant voiced palatalized dental,ɹ̪ʲ,palatalized voiced dental approximant consonant,pulmonic approximant voiced palatalized dental
f_u0278,ɸ,pulmonic fricative voiceless bilabial,ɸ,voiceless bilabial fricative consonant,pulmonic fricative voiceless bilabial
k_u006Bu01C3,kǃ,click stop voiceless palato-alveolar velar,ǃ,voiceless alveolar click consonant,click stop voiceless palato-alveolar velar
j_u029D,ʝ,pulmonic fricative voiced palatal,ʝ,voiced palatal fricative consonant,pulmonic fricative voiced palatal
u_u0264,ɤ,unspecified mid back unrounded,ɤ,unrounded close-mid back vowel,unspecified mid back unrounded
khj_u006Bu02B0u02B2,kʰʲ,pulmonic stop aspirated voiceless palatalized velar,kʲʰ,palatalized aspirated voiceless velar stop consonant,pulmonic stop aspirated voiceless palatalized velar
oo_u0254u0254u0325,ɔɔ̥,voiceless diphtong lower mid back rounded,ɔ̥ː,long devoiced rounded open-mid back vowel,voiceless diphtong lower mid back rounded
g_u0261u0330,ɡ̰,pulmonic stop voiced laryngealized velar,g̰,creaky voiced velar stop consonant,pulmonic stop voiced laryngealized velar
x_u0078u02D0,xː,pulmonic fricative voiceless long velar,xː,long voiceless velar fricative consonant,pulmonic fricative voiceless long velar
f_u0066u02D0,fː,pulmonic fricative voiceless long labio-dental,fː,long voiceless labio-dental fricative consonant,pulmonic fricative voiceless long labio-dental
l_u006Cu0303,l̃,pulmonic approximant lateral nasalized voiced unspecified coronal place,l̃,nasalized voiced alveolar lateral approximant consonant,pulmonic approximant lateral nasalized voiced unspecified coronal place
u_u0075,u,high back rounded,u,rounded close back vowel,high back rounded
i_u0268u031E,ɨ̞,lowered high central unrounded,ɨ̞,lowered unrounded close central vowel,lowered high central unrounded
mg_u006Du02E0,mˠ,pulmonic nasal voiced velarized bilabial,mˠ,velarized voiced bilabial nasal consonant,pulmonic nasal voiced velarized bilabial
qw_u0071u02B7,qʷ,pulmonic stop voiceless labialized uvular,qʷ,labialized voiceless uvular stop consonant,pulmonic stop voiceless labialized uvular
m_u0271,ɱ,pulmonic nasal voiced labio-dental,ɱ,voiced labio-dental nasal consonant,pulmonic nasal voiced labio-dental
s_u0073u032B,s̫,pulmonic fricative sibilant voiceless alveolar whistled,s̫,voiceless alveolar whistled-sibilant fricative consonant,pulmonic fricative sibilant voiceless alveolar whistled
tsj_u0074u0073u02B2,tsʲ,pulmonic affricate sibilant voiceless palatalized unspecified coronal place,tsʲ,palatalized voiceless alveolar sibilant affricate consonant,pulmonic affricate sibilant voiceless palatalized unspecified coronal place
o_u00F8,ø,higher mid front rounded,ø,rounded close-mid front vowel,higher mid front rounded
eu_u0065u0075,eu,diphtong high higher mid front back unrounded rounded rising backing rounding,eu,from unrounded close-mid front to rounded close back diphthong,diphtong high higher mid front back unrounded rounded rising backing rounding
v_u0076u0303,ṽ,pulmonic fricative nasalized voiced labio-dental,ṽ,nasalized voiced labio-dental fricative consonant,pulmonic fricative nasalized voiced labio-dental
o_u006Fu0324,o̤,breathy voiced higher mid back rounded,o̤,breathy rounded close-mid back vowel,breathy voiced higher mid back rounded
l_u026Cu02E4,ɬˤ,pulmonic fricative lateral voiceless pharyngealized alveolar,ɬˤ,pharyngealized voiceless alveolar lateral fricative consonant,pulmonic fricative lateral voiceless pharyngealized alveolar
u_u0075u02E4,uˤ,pharyngealized high back rounded,uˤ,pharyngealized rounded close back vowel,pharyngealized high back rounded
cc_u0063u0255,cɕ,pulmonic affricate voiceless palatalized palato-alveolar,tɕʲ,palatalized voiceless alveolo-palatal sibilant affricate consonant,pulmonic affricate voiceless palatalized palato-alveolar
a_u0251u02E4,ɑˤ,pharyngealized low back unrounded,ɑˤ,pharyngealized unrounded open back vowel,pharyngealized low back unrounded
xw_u0078u02B7,xʷ,pulmonic fricative voiceless labialized velar,xʷ,labialized voiceless velar fricative consonant,pulmonic fricative voiceless labialized velar
hw_u0127u02B7,ħʷ,pulmonic fricative voiceless labialized pharyngeal,ħʷ,labialized voiceless pharyngeal fricative consonant,pulmonic fricative voiceless labialized pharyngeal
nd_u006Eu032Au0064u032A,n̪d̪,pulmonic stop prenasalized voiced dental,ⁿd̪,pre-nasalized voiced dental stop consonant,pulmonic stop prenasalized voiced dental
a_u0252u031D,ɒ̝,raised low back rounded,ɒ̝,raised rounded open back vowel,raised low back rounded
nq_u0274u0071,ɴq,pulmonic stop prenasalized voiceless uvular,ⁿq,pre-nasalized voiceless uvular stop consonant,pulmonic stop prenasalized voiceless uvular
ou_u006Fu0303u0075u0303,õũ,nasalized diphtong high higher mid back rounded rising,õũ,from nasalized rounded close-mid back to nasalized rounded close back diphthong,nasalized diphtong high higher mid back rounded rising
d_u0064u0324,d̤,pulmonic stop breathy voiced alveolar,dʱ,breathy voiced alveolar stop consonant,pulmonic stop breathy voiced alveolar
e_u0065u02D0,eː,long unspecified mid front unrounded,eː,long unrounded close-mid front vowel,long unspecified mid front unrounded
dw_u0064u02B7,dʷ,pulmonic stop voiced labialized alveolar,dʷ,labialized voiced alveolar stop consonant,pulmonic stop voiced labialized alveolar
ts_u0074u0320u0283u02D0,t̠ʃː,pulmonic affricate sibilant voiceless long palato-alveolar,tʃː,long voiceless post-alveolar sibilant affricate consonant,pulmonic affricate sibilant voiceless long palato-alveolar
j_u0284,ʄ,implosive stop voiced palatal,ʄ,voiced palatal implosive consonant,implosive stop voiced palatal
oa_u006Fu0303u0061u0303,õã,nasalized diphtong higher mid low central back unrounded rounded lowering fronting unrounding,õã,from nasalized rounded close-mid back to nasalized unrounded open front diphthong,nasalized diphtong higher mid low central back unrounded rounded lowering fronting unrounding
w_u0077u0324,w̤,pulmonic approximant voiced breathy voiced bilabial velar,wʱ,breathy voiced labio-velar approximant consonant,pulmonic approximant voiced breathy voiced bilabial velar
qj_u0071u02B2u02BC,qʲʼ,ejective stop palatalized uvular,qʼʲ,palatalized voiceless uvular ejective stop consonant,ejective stop palatalized uvular
mv_u0271u0076,ɱv,pulmonic fricative prenasalized voiced labio-dental,ⁿv,pre-nasalized voiced labio-dental fricative consonant,pulmonic fricative prenasalized voiced labio-dental
pwj_u0070u02B7u02B2,pʷʲ,pulmonic stop voiceless labialized palatalized bilabial,pʲʷ,palatalized labialized voiceless bilabial stop consonant,pulmonic stop voiceless labialized palatalized bilabial
wa_u026Fu0061,ɯa,diphtong high low central back unrounded lowering fronting,ɯa,from unrounded close back to unrounded open front diphthong,diphtong high low central back unrounded lowering fronting
dzj_u0064u032Au007Au032Au02B2,d̪z̪ʲ,pulmonic affricate sibilant voiced palatalized dental alveolar,dz̪ʲ,palatalized voiced dental sibilant affricate consonant,pulmonic affricate sibilant voiced palatalized dental alveolar
l_u006C,l,pulmonic approximant lateral voiced unspecified coronal place,l,voiced alveolar lateral approximant consonant,pulmonic approximant lateral voiced unspecified coronal place
r_u027E,ɾ,pulmonic tap/flap voiced unspecified coronal place,ɾ,voiced alveolar tap consonant,pulmonic tap/flap voiced unspecified coronal place
a_u0061u031Fu02D0,a̟ː,long low front unrounded,a̟ː,long advanced unrounded open front vowel,long low front unrounded
eu_u0065u028A,eʊ,diphtong lowered high higher mid front back unrounded rounded rising backing rounding,eʊ,from unrounded close-mid front to rounded near-close near-back diphthong,diphtong lowered high higher mid front back unrounded rounded rising backing rounding
j_u006Au0303,j̃,pulmonic approximant nasalized voiced palatal,j̃,nasalized voiced palatal approximant consonant,pulmonic approximant nasalized voiced palatal
kpngm_u006Bu0070u014Bu006D,kpŋm,pulmonic stop voiceless bilabial velar nasal release,kpⁿ,with-nasal-release voiceless velar-and-bilabial stop consonant,pulmonic stop voiceless bilabial velar nasal release
r_u027Bu031D,ɻ̝,pulmonic approximant voiced retroflex,ɻ̝,voiced retroflex fricative consonant,pulmonic approximant voiced retroflex
l_u006Cu0320u0325,l̠̥,pulmonic approximant lateral voiceless palato-alveolar,l̠̥,devoiced voiced post-alveolar lateral approximant consonant,pulmonic approximant lateral voiceless palato-alveolar
wi_u026Fu0069,ɯi,diphtong high front back unrounded fronting,ɯi,from unrounded close back to unrounded close front diphthong,diphtong high front back unrounded fronting
i_u0069u02D0,iː,long high front unrounded,iː,long unrounded close front vowel,long high front unrounded
ei_u025Bu0069,ɛi,diphtong high lower mid front unrounded rising,ɛi,from unrounded open-mid front to unrounded close front diphthong,diphtong high lower mid front unrounded rising
tsh_u0288u0282u02B0,ʈʂʰ,pulmonic affricate sibilant aspirated voiceless retroflex,ʈʂʰ,aspirated voiceless retroflex sibilant affricate consonant,pulmonic affricate sibilant aspirated voiceless retroflex
ei_u0065u0303u0069u0303,ẽĩ,nasalized diphtong high higher mid front unrounded rising,ẽĩ,from nasalized unrounded close-mid front to nasalized unrounded close front diphthong,nasalized diphtong high higher mid front unrounded rising
l_u026D,ɭ,pulmonic approximant lateral voiced retroflex,ɭ,voiced retroflex lateral approximant consonant,pulmonic approximant lateral voiced retroflex
o_u00F8u0303,ø̃,nasalized higher mid front rounded,ø̃,nasalized rounded close-mid front vowel,nasalized higher mid front rounded
ei_u0065u0069,ei,diphtong high higher mid front unrounded rising,ei,from unrounded close-mid front to unrounded close front diphthong,diphtong high higher mid front unrounded rising
mb_u006Du0062,mb,pulmonic stop prenasalized voiced bilabial,ⁿb,pre-nasalized voiced bilabial stop consonant,pulmonic stop prenasalized voiced bilabial
_u0259u0330u0303,ə̰̃,nasalized laryngealized higher mid central unrounded,ə̰̃,nasalized creaky unrounded mid central vowel,nasalized laryngealized higher mid central unrounded
o_u0254u0330,ɔ̰,laryngealized lower mid back rounded,ɔ̰,creaky rounded open-mid back vowel,laryngealized lower mid back rounded
b_u0062u0324,b̤,pulmonic stop breathy voiced bilabial,bʱ,breathy voiced bilabial stop consonant,pulmonic stop breathy voiced bilabial
p_u0070,p,pulmonic stop voiceless bilabial,p,voiceless bilabial stop consonant,pulmonic stop voiceless bilabial
gw_u0261u02B7,ɡʷ,pulmonic stop voiced labialized velar,gʷ,labialized voiced velar stop consonant,pulmonic stop voiced labialized velar
w_u0270,ɰ,pulmonic approximant voiced velar,ɰ,voiced velar approximant consonant,pulmonic approximant voiced velar
ae_u00E6u0324,æ̤,breathy voiced raised low front unrounded,æ̤,breathy unrounded near-open front vowel,breathy voiced raised low front unrounded
lg_u006Cu032Au02E0,l̪ˠ,pulmonic approximant lateral voiced velarized dental,l̪ˠ,velarized voiced dental lateral approximant consonant,pulmonic approximant lateral voiced velarized dental
l_u006Cu032Au0324,l̪̤,pulmonic approximant lateral breathy voiced dental,l̪ʱ,breathy voiced dental lateral approximant consonant,pulmonic approximant lateral breathy voiced dental
tj_u0074u02B2,tʲ,pulmonic stop voiceless palatalized unspecified coronal place,tʲ,palatalized voiceless alveolar stop consonant,pulmonic stop voiceless palatalized unspecified coronal place
rj_u0072u032Au02B2,r̪ʲ,pulmonic trill voiced palatalized dental,r̪ʲ,palatalized voiced dental trill consonant,pulmonic trill voiced palatalized dental
a_u0061u0306,ă,overshort low central unrounded,ă,ultra-short unrounded open front vowel,overshort low central unrounded
n_u006Eu032Au0325,n̪̥,pulmonic nasal voiceless dental,n̪̥,devoiced voiced dental nasal consonant,pulmonic nasal voiceless dental
tjh_u0074u032Au02B2u02B0,t̪ʲʰ,pulmonic stop aspirated voiceless palatalized dental,t̪ʲʰ,palatalized aspirated voiceless dental stop consonant,pulmonic stop aspirated voiceless palatalized dental
i_u0069u0303u0259u0303,ĩə̃,diphtong high higher mid front central unrounded lowering backing nasalizing,ĩə̃,from nasalized unrounded close front to nasalized unrounded mid central diphthong,diphtong high higher mid front central unrounded lowering backing nasalizing
tsj_u0074u032Au0073u032Au02B2,t̪s̪ʲ,pulmonic affricate sibilant voiceless palatalized dental alveolar,ts̪ʲ,palatalized voiceless dental sibilant affricate consonant,pulmonic affricate sibilant voiceless palatalized dental alveolar
nj_u006Eu0330u02B2,n̰ʲ,pulmonic nasal voiced laryngealized palatalized alveolar,n̰ʲ,palatalized creaky voiced alveolar nasal consonant,pulmonic nasal voiced laryngealized palatalized alveolar
t_u0074u032A,t̪,pulmonic stop voiceless dental,t̪,voiceless dental stop consonant,pulmonic stop voiceless dental
h_u0266u0303,ɦ̃,pulmonic fricative nasalized voiced glottal,ɦ̃,nasalized voiced glottal fricative consonant,pulmonic fricative nasalized voiced glottal
